,Country,Fatal,Injury_type,Activity_type
4699,PACIFIC OCEAN,N,Severe,Sole cases or undescribed activities
4700,,Y,Fatal,Boating
4701,SOLOMON ISLANDS,N,Lower limbs,Sole cases or undescribed activities
4703,ATLANTIC OCEAN,N,Lower limbs,Swimming
4704,AUSTRALIA,N,Severe,Swimming
4705,SOUTHWEST PACIFIC OCEAN,Y,Fatal,Sole cases or undescribed activities
4706,SOLOMON ISLANDS,N,Upper limbs,Sole cases or undescribed activities
4707,ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
4709,BAY OF BENGAL,Y,Fatal,Shark fishing
4712,,N,Upper limbs,Boating
4713,AUSTRALIA,N,Lower limbs,Diving
4714,INDIAN OCEAN,N,Upper limbs,Diving
4715,CUBA,Y,Severe,Sole cases or undescribed activities
4717,AUSTRALIA,N,Bitten,Sole cases or undescribed activities
4718,AUSTRALIA,Y,Fatal,Swimming
4719,AUSTRALIA,N,no harm,Surfing
4721,AUSTRALIA,N,no harm,Fishing
4722,PHILIPPINES,Y,Fatal,Swimming
4723,SOUTH AFRICA,N,no harm,Sole cases or undescribed activities
4724,SOUTH AFRICA,N,no harm,Sole cases or undescribed activities
4725,BAHAMAS,N,Minor,Swimming
4726,,Y,Fatal,Sole cases or undescribed activities
4727,MID-PACIFC OCEAN,N,Minor,Boating
4728,SOUTHWEST PACIFIC OCEAN,N,no harm,Sole cases or undescribed activities
4729,,N,No harm,Sole cases or undescribed activities
4730,PANAMA,Y,Fatal,Swimming
4732,AUSTRALIA,N,Lower limbs,Swimming
4733,SOUTH ATLANTIC OCEAN,N,Severe,Sole cases or undescribed activities
4734,SOUTH ATLANTIC OCEAN,N,Severe,Sole cases or undescribed activities
4736,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
4737,CARIBBEAN SEA,Y,Fatal,Sole cases or undescribed activities
4738,USA,N,Upper limbs,Fishing
4740,USA,N,Severe,Swimming
4741,USA,N,no harm,Fishing
4742,USA,N,Lower limbs,Fishing
4743,USA,N,No harm,Boating
4745,SOUTH ATLANTIC OCEAN,N,Severe,Sole cases or undescribed activities
4746,USA,N,Upper limbs,Fishing
4747,AUSTRALIA,N,Upper limbs,Fishing
4748,JAMAICA,N,Minor,Sole cases or undescribed activities
4749,SOUTH ATLANTIC OCEAN,N,No harm,Sole cases or undescribed activities
4750,ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
4751,SOLOMON ISLANDS,N,Bitten,Swimming
4752,IRAN,Y,Fatal,Sole cases or undescribed activities
4753,IRAN,Y,Fatal,Sole cases or undescribed activities
4755,IRAN,Y,Fatal,Sole cases or undescribed activities
4756,IRAN,Y,Fatal,Sole cases or undescribed activities
4757,PAPUA NEW GUINEA,N,Severe,Sole cases or undescribed activities
4758,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4759,SOUTH AFRICA,Y,Fatal,Swimming
4760,AUSTRALIA,N,Minor,Fishing
4761,AUSTRALIA,N,Severe,Shark fishing
4762,PANAMA,Y,Fatal,Swimming
4763,USA,N,Lower limbs,Sole cases or undescribed activities
4765,USA,N,Lower limbs,Fishing
4766,SOUTH AFRICA,Y,Fatal,Swimming
4767,AUSTRALIA,N,Minor,Diving
4768,SOUTH AFRICA,Y,Fatal,Swimming
4769,AUSTRALIA,N,no harm,In kayak or canoe
4770,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4771,AUSTRALIA,N,Upper limbs,Diving
4772,AUSTRALIA,Y,Fatal,Swimming
4773,AUSTRALIA,N,Severe,Swimming
4774,SOUTH AFRICA,Y,Fatal,Swimming
4775,AUSTRALIA,N,Lower limbs,Diving
4776,SLOVENIA,N,No harm,Boating
4777,NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
4778,PAPUA NEW GUINEA,N,Upper limbs,Sole cases or undescribed activities
4780,SOUTH AFRICA,N,Fatal,Sole cases or undescribed activities
4781,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
4782,AUSTRALIA,N,Lower limbs,Swimming
4783,AUSTRALIA,Y,Fatal,Swimming
4784,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4785,AUSTRALIA,N,Bitten,Sole cases or undescribed activities
4788,SAMOA,Y,Fatal,Fishing
4789,AUSTRALIA,N,Lower limbs,Swimming
4790,USA,N,Upper limbs,Swimming
4791,AUSTRALIA,N,Severe,Diving
4792,USA,N,Upper limbs,Fishing
4794,BAHAMAS,N,Minor,Diving
4795,USA,N,Lower limbs,Sole cases or undescribed activities
4796,USA,Y,Fatal,Sole cases or undescribed activities
4797,PAPUA NEW GUINEA,Y,Fatal,Diving
4798,PAPUA NEW GUINEA,Y,Fatal,Diving
4799,INDIA,Y,Fatal,Swimming
4800,NEW ZEALAND,N,Upper limbs,Fishing
4801,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4802,SRI LANKA,N,Severe,Sole cases or undescribed activities
4803,BAHAMAS,N,no harm,Fishing
4804,VENEZUELA,Y,Fatal,Swimming
4805,CURACAO,N,Severe,Diving
4806,PAPUA NEW GUINEA,Y,Fatal,Swimming
4807,AUSTRALIA,Y,Fatal,Swimming
4808,AUSTRALIA,N,Lower limbs,Fishing
4809,CHINA,Y,Fatal,Swimming
4810,USA,N,Upper limbs,Fishing
4811,USA,N,Lower limbs,Swimming
4812,TURKEY,N,Severe,Fishing
4813,USA,N,Lower limbs,Shark fishing
4814,AUSTRALIA,Y,Fatal,Diving
4815,NICARAGUA,Y,Fatal,Sole cases or undescribed activities
4816,AUSTRALIA,N,no harm,Diving
4817,COSTA RICA,Y,Fatal,Fishing
4818,IRAQ,N,Severe,Swimming
4819,INDIA,Y,Fatal,Swimming
4821,AUSTRALIA,N,Severe,Shark fishing
4822,AUSTRALIA,N,Bitten,Fishing
4823,SOUTH AFRICA,N,Lower limbs,Shark fishing
4824,AUSTRALIA,N,Minor,Diving
4825,AUSTRALIA,N,no harm,Surfing
4826,EGYPT,Y,Fatal,Diving
4827,TRINIDAD & TOBAGO,N,Upper limbs,Surfing
4828,USA,N,no harm,Fishing
4829,AUSTRALIA,N,Severe,Diving
4831,USA,Y,Fatal,Sole cases or undescribed activities
4832,AUSTRALIA,Y,Fatal,Diving
4833,SOLOMON ISLANDS,Y,Fatal,Shark fishing
4834,AUSTRALIA,Y,Fatal,Swimming
4835,AUSTRALIA,Y,Fatal,Swimming
4836,AUSTRALIA,N,Severe,Swimming
4837,AUSTRALIA,N,no harm,Surfing
4838,CROATIA,N,Severe,Fishing
4839,SCOTLAND,N,no harm,Boating
4840,SCOTLAND,N,no harm,Fishing
4842,AUSTRALIA,N,Severe,Diving
4843,TURKEY,N,no harm,Swimming
4844,PANAMA,Y,Fatal,Swimming
4845,AUSTRALIA,Y,Fatal,Diving
4846,ITALY,N,no harm,Sole cases or undescribed activities
4847,GREECE,Y,Fatal,Sole cases or undescribed activities
4848,AUSTRALIA,N,Bitten,Shark fishing
4849,USA,Y,Fatal,Swimming
4850,USA,N,Lower limbs,Fishing
4851,AUSTRALIA,Y,Fatal,Swimming
4854,AUSTRALIA,Y,Fatal,Swimming
4855,AUSTRALIA,N,Lower limbs,Swimming
4856,AUSTRALIA,N,no harm,Fishing
4857,AUSTRALIA,N,Upper limbs,Fishing
4859,AUSTRALIA,N,Upper limbs,Shark fishing
4861,USA,N,Lower limbs,Diving
4862,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4864,AUSTRALIA,Y,Fatal,Swimming
4865,AUSTRALIA,Y,Fatal,Fishing
4866,AUSTRALIA,N,Upper limbs,Swimming
4867,VIETNAM,Y,Fatal,Sole cases or undescribed activities
4868,USA,N,Lower limbs,Swimming
4869,AUSTRALIA,N,Lower limbs,Surfing
4870,ICELAND,N,Severe,Sole cases or undescribed activities
4871,CANADA,N,no harm,Fishing
4872,AUSTRALIA,N,Severe,Diving
4873,USA,N,no harm,Fishing
4874,USA,Y,Fatal,Swimming
4875,USA,N,no harm,Fishing
4877,SOUTH AFRICA,N,No harm,Fishing
4878,AUSTRALIA,Y,Fatal,Surfing
4879,USA,Y,Fatal,Swimming
4880,AUSTRALIA,N,Minor,Diving
4881,AUSTRALIA,N,Severe,Diving
4882,USA,N,no harm,Fishing
4884,AUSTRALIA,N,Upper limbs,Diving
4885,AUSTRALIA,N,no harm,In kayak or canoe
4886,AUSTRALIA,N,Minor,Shark fishing
4887,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4888,AUSTRALIA,Y,Fatal,Swimming
4889,AUSTRALIA,Y,Fatal,Swimming
4890,AUSTRALIA,N,No harm,Surfing
4891,AUSTRALIA,N,No harm,In kayak or canoe
4892,AUSTRALIA,Y,Fatal,Swimming
4894,AUSTRALIA,N,Upper limbs,Diving
4895,USA,Y,Fatal,Swimming
4896,PAPUA NEW GUINEA,Y,Fatal,Swimming
4897,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4898,UNITED KINGDOM,N,Minor,Fishing
4899,AUSTRALIA,Y,Fatal,Diving
4900,USA,N,Fatal,Boating
4901,USA,N,Fatal,Boating
4902,PANAMA,Y,Fatal,Fishing
4903,CROATIA,Y,Fatal,Swimming
4904,USA,N,Upper limbs,Shark fishing
4905,SOLOMON ISLANDS,Y,Fatal,Fishing
4906,AUSTRALIA,N,No harm,Sole cases or undescribed activities
4908,SOUTH AFRICA,N,Lower limbs,Shark fishing
4909,AUSTRALIA,N,Upper limbs,Diving
4910,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
4911,,N,Lower limbs,Diving
4912,USA,N,Upper limbs,Sole cases or undescribed activities
4913,AUSTRALIA,N,Severe,Diving
4914,SOUTH AFRICA,N,Lower limbs,Shark fishing
4915,AUSTRALIA,N,Minor,Diving
4916,AUSTRALIA,N,Lower limbs,Shark fishing
4917,AUSTRALIA,N,Lower limbs,Surfing
4918,AUSTRALIA,Y,Fatal,Swimming
4919,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4920,AUSTRALIA,N,Lower limbs,Surfing
4921,AUSTRALIA,N,no harm,Fishing
4922,AUSTRALIA,N,no harm,Shark fishing
4924,AUSTRALIA,N,Severe,Sole cases or undescribed activities
4925,AUSTRALIA,N,Severe,Playing
4926,AUSTRALIA,Y,Fatal,Swimming
4927,AUSTRALIA,Y,Fatal,Diving
4928,AUSTRALIA,N,Severe,Swimming
4929,AUSTRALIA,Y,Fatal,Swimming
4930,BERMUDA,N,Upper limbs,Fishing
4931,AUSTRALIA,Y,Fatal,Diving
4932,BERMUDA,N,Lower limbs,Fishing
4933,ITALY,N,no harm,Boating
4934,ITALY / CROATIA,N,Fatal,Swimming
4935,AUSTRALIA,Y,Fatal,Diving
4936,CROATIA,Y,Fatal,Swimming
4937,USA,N,Lower limbs,Swimming
4938,AUSTRALIA,N,No harm,Fishing
4939,AUSTRALIA,N,Upper limbs,Fishing
4940,USA,Y,Fatal,Sole cases or undescribed activities
4941,AUSTRALIA,N,Lower limbs,Surfing
4942,SOUTH AFRICA,Y,Fatal,Swimming
4943,SOUTH AFRICA,N,Lower limbs,Swimming
4944,AUSTRALIA,Y,Fatal,Swimming
4945,AUSTRALIA,Y,Fatal,Swimming
4946,AUSTRALIA,N,no harm,Fishing
4947,AUSTRALIA,N,Lower limbs,Playing
4948,CHILE,Y,Fatal,Sole cases or undescribed activities
4949,TURKEY,N,no harm,Fishing
4950,AUSTRALIA,N,Severe,Swimming
4951,AUSTRALIA,N,Severe,Swimming
4952,AUSTRALIA,Y,Fatal,Diving
4953,AUSTRALIA,N,Severe,Diving
4954,AUSTRALIA,N,Severe,Diving
4955,ISRAEL,N,Lower limbs,Fishing
4956,USA,N,Severe,Shark fishing
4957,USA,N,Minor,Swimming
4958,USA,N,Lower limbs,Swimming
4960,AUSTRALIA,N,no harm,Diving
4961,USA,N,Lower limbs,Sole cases or undescribed activities
4962,USA,N,Lower limbs,Sole cases or undescribed activities
4963,AUSTRALIA,N,no harm,Fishing
4965,AUSTRALIA,N,Lower limbs,Fishing
4966,AUSTRALIA,N,Lower limbs,Swimming
4967,CUBA,Y,Fatal,Swimming
4968,USA,Y,Fatal,Swimming
4969,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
4970,AUSTRALIA,N,Severe,Surfing
4971,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4972,AUSTRALIA,N,Severe,Fishing
4973,AUSTRALIA,Y,Fatal,Swimming
4974,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
4975,NEW ZEALAND,N,Upper limbs,Fishing
4977,AUSTRALIA,N,Severe,Swimming
4978,CAPE VERDE,Y,Fatal,Swimming
4979,FIJI,N,Severe,Sole cases or undescribed activities
4980,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
4981,AUSTRALIA,N,Bitten,Sole cases or undescribed activities
4982,USA,N,Lower limbs,Fishing
4983,AUSTRALIA,N,Lower limbs,Diving
4984,BAHAMAS,N,no harm,Sole cases or undescribed activities
4986,CANADA,N,no harm,Fishing
4987,USA,N,Lower limbs,Fishing
4988,USA,N,Lower limbs,Fishing
4989,FIJI,Y,Fatal,Diving
4990,AUSTRALIA,Y,Fatal,Diving
4991,AUSTRALIA,N,Severe,Diving
4992,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
4993,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
4994,USA,N,Lacerations,Swimming
4995,AUSTRALIA,N,Lower limbs,Fishing
4996,PHILIPPINES,Y,Fatal,Fishing
4997,AUSTRALIA,N,Lower limbs,Swimming
5000,SOUTH AFRICA,N,Lower limbs,Fishing
5001,AUSTRALIA,N,Lower limbs,Diving
5002,JAMAICA,Y,Fatal,Diving
5003,USA,N,Minor,Swimming
5004,USA,N,Lower limbs,Swimming
5006,CUBA,Y,Fatal,Swimming
5008,USA,N,no harm,Fishing
5009,CUBA,Y,Fatal,Swimming
5010,CUBA,Y,Fatal,Swimming
5011,USA,N,Minor,Swimming
5013,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5014,FIJI,N,Severe,Swimming
5015,USA,N,Lower limbs,Swimming
5017,USA,N,Minor,Shark fishing
5018,USA,N,Minor,Sole cases or undescribed activities
5019,AUSTRALIA,N,no harm,Sole cases or undescribed activities
5020,,Y,Fatal,Boating
5021,AUSTRALIA,Y,Fatal,Fishing
5022,TURKEY,N,no harm,Fishing
5023,AUSTRALIA,N,Minor,Shark fishing
5026,AUSTRALIA,N,Lower limbs,Diving
5027,AUSTRALIA,N,Severe,Swimming
5028,TONGA,Y,Fatal,Swimming
5030,AUSTRALIA,N,Lower limbs,Swimming
5031,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5032,AUSTRALIA,N,No harm,Fishing
5033,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5034,AUSTRALIA,N,Lower limbs,Fishing
5035,HONDURAS,Y,Fatal,Swimming
5036,AZORES,N,No harm,Sole cases or undescribed activities
5037,AUSTRALIA,N,Minor,Fishing
5038,SPAIN,N,Lower limbs,Swimming
5039,USA,N,Lower limbs,Swimming
5040,CUBA,N,Lower limbs,Swimming
5041,USA,N,Upper limbs,Swimming
5042,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5043,USA,N,Upper limbs,Swimming
5044,TURKEY,N,no harm,Fishing
5047,USA,N,no harm,Diving
5048,AUSTRALIA,N,Severe,Diving
5049,AUSTRALIA,Y,Fatal,Swimming
5050,AUSTRALIA,N,Lower limbs,Shark fishing
5052,SOUTH AFRICA,N,Severe,Swimming
5055,SOUTH AFRICA,Y,Fatal,Swimming
5056,AUSTRALIA,Y,Fatal,Diving
5058,AUSTRALIA,N,Lower limbs,Surfing
5059,AUSTRALIA,N,Severe,Diving
5060,,Y,Fatal,Sole cases or undescribed activities
5061,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5063,CUBA,N,Upper limbs,Fishing
5064,AUSTRALIA,N,Minor,Diving
5065,SPAIN,N,Severe,Fishing
5066,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5067,USA,N,Lower limbs,Swimming
5068,MEXICO,N,Severe,Swimming
5070,USA,N,Lower limbs,Fishing
5071,AUSTRALIA,N,Severe,Diving
5072,AUSTRALIA,N,Lower limbs,Diving
5073,AUSTRALIA,N,Upper limbs,Diving
5074,AUSTRALIA,N,Severe,Sole cases or undescribed activities
5075,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5076,AUSTRALIA,Y,Fatal,Swimming
5077,USA,N,Minor,Swimming
5078,AUSTRALIA,Y,Fatal,Swimming
5079,AUSTRALIA,N,Lower limbs,Surfing
5080,AUSTRALIA,N,Lower limbs,Surfing
5081,AUSTRALIA,Y,Fatal,Surfing
5082,AUSTRALIA,N,no harm,In kayak or canoe
5083,AUSTRALIA,Y,Fatal,Swimming
5084,AUSTRALIA,Y,Fatal,Swimming
5085,NEW ZEALAND,N,Lower limbs,Swimming
5086,AUSTRALIA,Y,Fatal,Surfing
5087,TURKEY,Y,Fatal,Boating
5088,FIJI,Y,Fatal,Diving
5090,AUSTRALIA,N,Lower limbs,Fishing
5091,USA,N,Lower limbs,Fishing
5092,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
5093,USA,N,Upper limbs,Diving
5094,AUSTRALIA,N,Upper limbs,Diving
5096,INDIA,N,no harm,Sole cases or undescribed activities
5097,USA,Y,Fatal,Sole cases or undescribed activities
5098,PANAMA,Y,Fatal,Swimming
5099,USA,N,Lower limbs,Fishing
5101,AUSTRALIA,N,Severe,Diving
5102,ITALY,N,no harm,Boating
5103,USA,N,Lower limbs,Swimming
5105,AUSTRALIA,N,Severe,Fishing
5106,AUSTRALIA,N,Lower limbs,Swimming
5107,JAMAICA,Y,Fatal,Diving
5108,AUSTRALIA,N,Lower limbs,Swimming
5109,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5110,AUSTRALIA,N,Severe,Sole cases or undescribed activities
5111,AUSTRALIA,Y,Fatal,Diving
5112,COSTA RICA,N,Severe,Swimming
5113,COSTA RICA,N,Severe,Swimming
5114,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5116,USA,N,Fatal,Swimming
5117,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
5118,SOUTH AFRICA,N,Lower limbs,Surfing
5119,SOUTH AFRICA,N,Minor,Sole cases or undescribed activities
5120,SOUTH AFRICA,Y,Fatal,Swimming
5123,AUSTRALIA,N,no harm,Sole cases or undescribed activities
5124,FIJI,N,Lower limbs,Sole cases or undescribed activities
5125,AUSTRALIA,N,no harm,Sole cases or undescribed activities
5127,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5128,AUSTRALIA,N,Lower limbs,Diving
5129,AUSTRALIA,N,Severe,Diving
5130,AUSTRALIA,N,Lower limbs,Surfing
5131,NICARAGUA,N,Upper limbs,Shark fishing
5132,AUSTRALIA,N,no harm,Sole cases or undescribed activities
5133,NEW ZEALAND,N,Severe,Fishing
5134,SOUTH AFRICA,N,Lower limbs,Surfing
5135,USA,N,Upper limbs,Swimming
5136,AUSTRALIA,Y,Fatal,Swimming
5137,AUSTRALIA,Y,Fatal,Swimming
5138,AUSTRALIA,N,Upper limbs,Diving
5139,AUSTRALIA,Y,Fatal,Diving
5140,AUSTRALIA,N,Severe,Diving
5141,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
5142,AUSTRALIA,N,Lower limbs,Swimming
5144,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
5145,USA,Y,Fatal,Swimming
5146,ITALY,Y,Fatal,Swimming
5147,USA,N,no harm,Fishing
5148,USA,N,Lower limbs,Swimming
5149,SPAIN,N,no harm,Swimming
5150,USA,Y,Fatal,Swimming
5151,SOUTH ATLANTIC OCEAN,N,Lower limbs,Sole cases or undescribed activities
5152,USA,N,Minor,Swimming
5153,AUSTRALIA,Y,Fatal,Swimming
5154,SOUTH AFRICA,N,Lower limbs,Swimming
5155,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5156,MONACO,Y,Fatal,Sole cases or undescribed activities
5157,NEW ZEALAND,N,Severe,Shark fishing
5158,SINGAPORE,Y,Fatal,Swimming
5160,AUSTRALIA,Y,Fatal,Swimming
5161,USA,N,Severe,Sole cases or undescribed activities
5162,USA,N,Lacerations,Sole cases or undescribed activities
5163,SPAIN,N,Upper limbs,Fishing
5164,ENGLAND,N,no harm,Fishing
5165,USA,N,Severe,Swimming
5166,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
5167,USA,N,Severe,Sole cases or undescribed activities
5168,AUSTRALIA,N,Lower limbs,Swimming
5169,AUSTRALIA,Y,Fatal,Swimming
5170,PAPUA NEW GUINEA,Y,Fatal,Swimming
5171,USA,N,Upper limbs,Swimming
5173,FIJI,N,Upper limbs,Diving
5174,MEXICO,Y,Fatal,Sole cases or undescribed activities
5175,PANAMA,N,Lower limbs,Sole cases or undescribed activities
5176,USA,Y,Fatal,Swimming
5177,FRENCH POLYNESIA,N,Abrasions,Diving
5178,AUSTRALIA,N,Lower limbs,Swimming
5179,USA,N,Lower limbs,Sole cases or undescribed activities
5180,ENGLAND,N,Upper limbs,Fishing
5181,USA,N,no harm,Fishing
5182,USA,N,Lower limbs,Shark fishing
5183,AUSTRALIA,Y,Fatal,Swimming
5185,AUSTRALIA,N,Abrasions,Swimming
5186,SOLOMON ISLANDS,N,Severe,Swimming
5187,SPAIN,N,no harm,Fishing
5188,AUSTRALIA,N,Severe,Swimming
5190,SOUTH AFRICA,Y,Fatal,Swimming
5191,SOUTH AFRICA,N,Lower limbs,Swimming
5192,AUSTRALIA,Y,Fatal,Swimming
5193,AUSTRALIA,N,Lower limbs,Swimming
5194,AUSTRALIA,Y,Fatal,Fishing
5195,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5196,AUSTRALIA,N,Fatal,Fishing
5197,AUSTRALIA,N,Severe,Sailing
5198,AUSTRALIA,N,no harm,Fishing
5199,AUSTRALIA,N,Severe,Diving
5200,GUYANA,N,Lower limbs,Fishing
5201,AUSTRALIA,N,Fatal,Diving
5202,AUSTRALIA,Y,Fatal,Swimming
5203,MEXICO,N,no harm,Sole cases or undescribed activities
5204,AUSTRALIA,N,Minor,Sole cases or undescribed activities
5205,AUSTRALIA,Y,Fatal,Diving
5206,AUSTRALIA,N,Lower limbs,Diving
5207,USA,N,Severe,Swimming
5209,AUSTRALIA,Y,Fatal,Swimming
5211,USA,N,no harm,Fishing
5212,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
5213,USA,N,Lower limbs,Boating
5214,USA,N,Lower limbs,Boating
5215,USA,Y,Fatal,Swimming
5216,AUSTRALIA,Y,Fatal,Swimming
5217,BARBADOS,Y,Fatal,Fishing
5218,AUSTRALIA,N,Fatal,Sailing
5220,ENGLAND,Y,Fatal,Swimming
5221,USA,N,no harm,Fishing
5222,USA,N,Lower limbs,Sole cases or undescribed activities
5223,USA,Y,Fatal,Swimming
5224,JAMAICA,Y,Fatal,Swimming
5225,SOUTH AFRICA,N,Severe,Swimming
5226,AUSTRALIA,Y,Fatal,Swimming
5228,JAMAICA,Y,Fatal,Sole cases or undescribed activities
5229,AUSTRALIA,Y,Fatal,Swimming
5231,AUSTRALIA,Y,Fatal,Swimming
5232,IRAQ,Y,Fatal,Swimming
5233,AUSTRALIA,Y,Fatal,Swimming
5234,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5235,AUSTRALIA,Y,Fatal,Surfing
5237,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5238,AUSTRALIA,N,Severe,Sole cases or undescribed activities
5239,FIJI,Y,Fatal,Swimming
5240,AUSTRALIA,N,Severe,Diving
5241,AUSTRALIA,Y,Fatal,Diving
5242,ENGLAND,N,Lower limbs,Fishing
5243,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
5244,PHILIPPINES,Y,Fatal,Swimming
5245,CUBA,Y,Fatal,Sole cases or undescribed activities
5247,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5248,HAITI,Y,Fatal,Diving
5249,AUSTRALIA,N,Minor,Sole cases or undescribed activities
5250,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
5252,AUSTRALIA,N,Severe,Diving
5253,USA,N,Lower limbs,Swimming
5254,CANADA,N,no harm,Shark fishing
5255,AUSTRALIA,N,Abrasions,Swimming
5256,AUSTRALIA,N,Lower limbs,Diving
5257,SOUTH AFRICA,N,Severe,Swimming
5258,AUSTRALIA,Y,Fatal,Diving
5259,AUSTRALIA,Y,Fatal,Swimming
5260,JAMAICA,Y,Fatal,Sole cases or undescribed activities
5262,SOUTH AFRICA,N,Lower limbs,Playing
5263,AUSTRALIA,N,Lower limbs,Swimming
5264,AUSTRALIA,Y,Fatal,Swimming
5265,AUSTRALIA,N,Lacerations,Boating
5266,COSTA RICA,Y,Fatal,Swimming
5267,USA,N,Lower limbs,Swimming
5268,USA,N,Lower limbs,Swimming
5269,USA,Y,Fatal,Sole cases or undescribed activities
5271,AUSTRALIA,N,Severe,Swimming
5272,NEW ZEALAND,N,Lower limbs,Swimming
5273,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5274,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5275,ITALY,N,no harm,Fishing
5276,USA,N,Severe,Swimming
5277,USA,Y,Fatal,Fishing
5278,SAN DOMINGO,Y,Fatal,Boating
5279,AUSTRALIA,Y,Fatal,Swimming
5280,AUSTRALIA,N,Severe,Surfing
5282,AUSTRALIA,N,Lower limbs,Swimming
5283,MOZAMBIQUE,Y,Fatal,Sole cases or undescribed activities
5284,USA,N,Lower limbs,Swimming
5285,USA,N,Severe,Shark fishing
5286,PANAMA,Y,Fatal,Swimming
5287,USA,Y,Fatal,Diving
5288,IRELAND,Y,Fatal,Sole cases or undescribed activities
5289,USA,N,Upper limbs,Swimming
5290,PHILIPPINES,Y,Fatal,Swimming
5291,KUWAIT,N,Severe,Diving
5292,LIBYA,N,Bitten,Diving
5293,AUSTRALIA,N,Lower limbs,Swimming
5294,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5295,AUSTRALIA,N,Lower limbs,Swimming
5296,PANAMA,N,Severe,Sole cases or undescribed activities
5297,AUSTRALIA,Y,Fatal,Swimming
5298,AUSTRALIA,Y,Fatal,Swimming
5299,USA,Y,Fatal,Shark fishing
5300,USA,N,Severe,Sole cases or undescribed activities
5301,USA,N,Severe,Fishing
5302,USA,N,no harm,Swimming
5303,USA,N,Lower limbs,Swimming
5304,USA,N,Lower limbs,Swimming
5305,USA,Y,Fatal,Swimming
5306,USA,Y,Fatal,Swimming
5307,BAHAMAS,Y,Fatal,Boating
5309,PHILIPPINES,N,Severe,Swimming
5310,USA,Y,Fatal,Swimming
5311,USA,Y,Fatal,Swimming
5312,USA,N,Minor,Swimming
5313,ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
5314,USA,N,Lower limbs,Sole cases or undescribed activities
5315,AUSTRALIA,Y,Fatal,Swimming
5316,AUSTRALIA,Y,Fatal,In kayak or canoe
5317,AUSTRALIA,N,Minor,Swimming
5318,AUSTRALIA,N,Severe,Diving
5319,AUSTRALIA,N,Severe,Swimming
5320,AUSTRALIA,N,Severe,Swimming
5321,USA,N,Lower limbs,Sole cases or undescribed activities
5322,MEXICO,Y,Fatal,Fishing
5323,MEXICO,Y,Fatal,Sole cases or undescribed activities
5325,AUSTRALIA,N,Upper limbs,Surfing
5326,AUSTRALIA,N,Lower limbs,Swimming
5328,AUSTRALIA,Y,Fatal,Swimming
5329,USA,N,Fatal,Sole cases or undescribed activities
5330,AUSTRALIA,N,Lower limbs,Swimming
5331,SAMOA,N,Lower limbs,Sole cases or undescribed activities
5332,JAMAICA,Y,Fatal,Sole cases or undescribed activities
